CB.CB_CD34_1	CB.CB_CD34_2	CB.CB_CD34_3	CB.CB_BFUE_1	CB.CB_BFUE_2	CB.CB_BFUE_3	CB.CB_CFUE_1	CB.CB_CFUE_2	CB.CB_CFUE_3	X20111212.CBPRO1	X20120309.CBPRO2	X20120327.CBPRO3	X20111212.CBEBASO1	X20120309.CBEBASO2	X20120327.CBEBASO3	X20111212.CBLB1	X20120309.CBLB2	X20120327.CBLB3	X20111212.CBPOLY1	X20120309.CBPOLY2	X20120327.CBPOLY3	X20111212.CBORTHO1	X20120309.CBORTHO2	X20120327.CBORTHO3	PB.PB_CD34_1	PB.PB_CD34_2	PB.PB_CD34_3	PB.PB_BFU_1	PB.PB_BFU_2	PB.PB_BFU_3	PB.PB_CFU_1	PB.PB_CFU_2	PB.PB_CFU_3	PB.Pro_PB_1	PB.Pro_PB_2	PB.Pro_PB_3	PB.Early_baso_PB_1	PB.Early_baso_PB_2	PB.Early_baso_PB_3	R.Late_baso_PB_1	R.Late_baso_PB_2	R.Late_baso_PB_3	R.Poly_PB_1	R.Poly_PB_2	R.Poly_PB_3	R.Orth_PB_1	R.Orth_PB_2	R.Orth_PB_3	Geneid
14.4	19.2	16.3	33.9	34.6	37.8	26	28.6	38	12.6	18.9	14.9	10.6	18.5	14.6	7.9	15.6	13.3	0.7	1.9	1.1	0.2	0.5	0.5	8.3	6.9	7.4	13.7	13	11.3	16.2	23.6	22.3	13.8	14	10	12.5	12.6	9.9	9.7	8.6	10.6	0.3	1.4	1.6	0.5	0.4	0.2	CCDC125
64.2	67.1	74.6	129.9	118.3	129.5	190.7	174.1	186.8	207.6	286.1	226.7	169.1	233.9	206.5	101.8	159.5	145.1	46.1	56.7	44.2	33.1	27.8	25.3	85	62.6	78.5	164.1	136.7	117.2	183.4	197.1	227.5	292.9	281.7	275.3	245.1	232	251.7	167.4	172.4	239.6	45.5	62.4	53.5	37.9	37.1	29.8	TAF9
32.5	28.4	28.8	52.5	49	48.9	78	71.8	59	63.4	105.4	90.9	53.1	83.8	73.6	35.8	62.5	53.1	25.5	34	26	12.7	16.4	13.5	15.1	15.2	26.3	46.6	58.2	45.4	73.3	87.6	82.5	91.9	89.2	86.6	74.4	71.3	71	57	54	62	27.6	38	29	7.7	9.8	7.5	RAD17
0.3	0.1	0.3	0.4	0.3	0.2	3.9	2.9	0.6	5	9.3	5.3	4.2	8.1	4.7	1.5	3.9	1.7	0	0	0.1	0	0.1	0.1	0	0.5	0.3	0.8	0.7	0.6	5	7	2.9	12.2	15	11.4	7.4	9.7	8.8	3.7	4.7	6.3	0.1	0.2	0.1	0.1	0.1	0	MARVELD2
16.8	13.6	12.9	8.2	6.9	5.4	2.2	1.2	2.7	3.4	3.3	5.2	2.2	2.6	3.8	1.4	2.8	2.6	0.5	0.9	0.7	0	0	0.1	18.9	13.3	11.5	16.9	11.8	8.8	3.6	4.3	1.4	1.7	1.8	0.6	1.2	1.5	0.8	0.7	1	1.2	0	0.1	0.1	0	0	0	OCLN
0.3	0.4	0.5	0.8	0.6	0.8	0.8	0.5	0.7	1.2	0.8	1.4	1.1	1	1.7	0.7	0.7	0.8	0.1	0.3	0.1	0	0.1	0	0.1	0.1	0.2	0	0.4	0.2	0.6	0.6	0.4	0.7	1.1	0.4	0.6	0.6	0.3	0.3	0.3	0.3	0	0.1	0.1	0	0	0	GTF2H2C
0.1	0.1	0.1	0.3	0.3	0.2	0.4	0.5	0.2	0.1	0.2	0.2	0.1	0.2	0.3	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0.3	0.3	0.5	0.1	0.1	0.2	0.2	0.2	0.2	0.1	0	0.3	0	0	0	0	0	0	GTF2H2D
0.5	0.9	0.1	0.2	0.3	0	0	0.1	0	0.1	0	0	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0.2	0.1	0	0.1	0	0	0.1	0	0	0.1	0	0	0	0	LOC100272216
13.3	12	11.7	4.9	5.7	3.5	3.7	3.7	3.2	4.2	2.1	3.9	3.4	2.4	3.1	2.4	1.9	2.3	0.7	1.1	1.1	0.1	0	0.1	3.6	2	3	1.6	1.2	0.7	2.5	2.5	2	2.4	2.6	1.4	1.4	2.1	1.4	1.9	2.1	1.7	0.2	0.7	0.2	0	0	0	GUSBP3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SERF1A
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SERF1B
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SMN2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SMN1
49.4	40.9	39.7	16.2	16.6	12.9	10.3	10.5	9.5	9.3	5.8	13	8	5.7	10.4	5.6	5.2	9.4	2.1	2.7	3.9	0.1	0.1	0.2	13.2	9.1	16.8	8.4	8.5	9.2	9	8.8	7	8.6	10.6	5.6	7.1	8.9	5.3	6.9	8.1	8.4	0.7	2.8	0.9	0.1	0.1	0.1	SMA4
26.2	36.5	30	83.7	71.6	71.6	95.3	81.9	94.5	79	106.2	88.6	66	89.3	85.2	36	61.2	62.9	7.4	15.4	11.3	1	2.3	1.7	29.2	18.3	29.3	65	64.4	46.1	89.8	82.3	75.8	60.1	64.3	47.2	48.1	45.9	46.6	33.8	34.8	49	1.9	10.4	6.2	0.3	0.7	0.6	GTF2H2B
10.2	10.2	9.6	7.7	8.2	4.7	4.8	4.8	3.4	4.3	3.3	3.5	3	2.5	3.2	2.7	2.2	3.2	0.7	0.9	0.8	0.1	0.1	0.1	4.9	5.2	4.5	5.6	5.8	6.6	4.1	3.8	3.5	2.3	3.5	2.5	1.9	2.5	2.2	1.5	2.5	2.3	0.2	0.6	0.3	0	0.1	0.1	SMA5
1.5	4.1	0.6	0.8	1.2	0.1	0.5	0.5	0.1	0.1	0.1	0	0.2	0.1	0.1	0.2	0.1	0.1	0.1	0	0.1	0	0	0	0.4	0.7	0.5	0.2	0.7	0.1	0	0.1	0.1	0	0.8	0.2	0.1	0.8	0.1	0	0.6	0.1	0	0.1	0	0	0	0	LOC441081
8.8	8.1	8.6	3.9	3.1	2.2	2.9	2.4	1.6	2	1	1.9	1.9	1.2	1.8	1.4	1.4	1.8	0.5	0.5	0.8	0	0	0.1	2	1.8	2.1	1.5	1.5	0.3	1.6	1	1.2	1.5	1.8	1.1	1	1.1	0.8	0.9	0.9	0.9	0.1	0.4	0.1	0	0	0	GUSBP9
109.6	68.1	72.6	26.8	21.2	25	17.7	14.2	22.6	16.6	5.9	20.6	12.2	6.6	16.4	9.1	4.1	13.4	2.6	2	3.4	0.5	0.1	0.2	34.2	30.9	31.6	28.3	27	30.9	10.3	9.1	7.8	17.2	16.6	8.4	14	12.9	7.5	12.3	11.1	13.4	1	2.2	0.4	0.1	0.1	0	NAIP
23	27.3	23.5	72.1	62.9	62	85.7	76.8	85.1	62	88.2	68.1	52.9	75.8	62.4	29.9	53.6	48.1	6.8	11.7	9	0.9	2.2	1.3	14.8	10.7	21.3	56.3	56.3	42.2	84.3	75.1	72.2	47.1	47.2	42.8	38.6	34.1	41.9	29.2	27.6	43.1	1.6	8.7	5.8	0.3	0.7	0.6	GTF2H2
4.8	3.8	3.4	1.7	1.8	1.4	0.5	0.3	0.9	1.2	0.7	1.5	0.8	1.1	1.2	0.5	0.6	0.8	0.2	0.2	0.3	0	0	0	2.3	0.9	0.9	0.5	0.9	0.8	1	0.7	0.2	0.6	0.7	0.1	0.2	0.2	0.3	0.2	0.3	0.2	0	0	0	0	0	0	LOC647859
0.1	0.1	0.1	0.2	0.3	0.4	0.4	0.3	0.3	0.2	0.7	0.2	0.3	0.4	0.6	0.3	0.6	0.7	0.1	0.4	0.5	0	0.2	0	0	0.2	0.1	0.4	0.3	0	0.4	0.6	0.6	0.5	0.4	0.4	0.5	0.6	0.5	0.5	0.6	0.8	0.2	0.4	0.4	0.1	0	0.1	PMCHL2
69.6	77.3	61.5	79.2	78.2	80	103	98.7	109.1	134.4	178.8	146.7	112.2	168.6	130.5	74.3	138.7	94.2	38.2	51.2	40.1	15.7	12.1	10.5	20.6	15.6	25.3	26.5	38.4	29	95.1	110.2	69.3	119.1	127.3	109.2	99.7	100.4	92.2	80.7	83.5	78.7	27.5	53	30.8	7.9	11	5.5	BDP1
28.8	34.6	33.6	130.6	129.5	128.9	158.4	155.5	177.1	77.7	88.9	69.5	48.3	64.5	55.7	17.5	32.9	25.4	0.5	1.2	0.7	0.4	0.6	0.3	17.9	19.4	27.1	73	78.8	67.6	129.7	137.3	137.8	56.1	57.2	53.9	32.8	29.2	37.9	14.6	16.3	31.3	0.5	1.1	1.2	0.4	0.7	0.5	MCCC2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CARTPT
2.2	1.1	1	0.5	1.4	1	0.3	0.8	0.2	0.1	0	0	0.1	0	0.2	0.2	0.1	0	7.5	2.2	1.3	1.3	0.2	0.2	1	0.9	0.8	1.4	3.6	7.6	0.3	0.5	0.2	0.3	0.3	0.1	0.4	0.3	0.3	0.4	0.4	0.2	0	0	0.2	0.1	0	0.1	MAP1B
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR4803
140.8	143	169.9	255.9	234.9	237.7	239	222.9	259.7	145.8	174	150.3	109.9	135.1	123.6	72.4	100.9	90.6	20.7	20.9	17.2	2.7	2.7	2.2	92.9	70.1	114.6	102	127.3	94.9	189.7	192.2	197.2	135.1	137.4	143.9	102.3	101.2	113.2	79.7	81.1	91.1	5.6	13.2	15.6	1.9	2.2	1.6	MRPS27
2.5	3.8	2.7	13.1	14.4	14.4	17.3	19	19.9	9.6	13.3	9	7.6	13.3	9.1	4.8	9.6	7.5	0.9	0.9	0.7	0.2	0.1	0.2	1.1	1	2.4	6.5	6.2	6.5	15.1	15.4	18	11.3	11.4	13.1	9.5	10.3	11.2	7.7	8.1	9.9	0.2	0.5	0.5	0.2	0.1	0.1	PTCD2
0.1	0.1	0.1	0	0	0.3	0.3	0.2	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZNF366
154.7	140.3	127.1	272.4	261.9	275.5	233.2	221.5	272.5	132.7	162.5	131.2	95.8	126.5	114.3	55.9	91.9	76.2	41.4	60.3	58.8	56.8	74.7	58.3	64.7	48.5	78.9	104.3	123.3	115.4	219.7	227.3	192.7	115.4	114	127.8	82.1	79.8	102.9	61.3	62.1	82.9	51.7	40.7	37.8	73.5	78	58	TNPO1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MIR4804
15.3	13.5	9.3	7.5	7.1	11	19.6	20.9	19.2	47.9	85.8	68	61.8	92.1	67.5	87.5	131	100.8	124.6	215.7	204.5	34.9	127.5	109.6	13.9	9	6.2	12.9	12.3	13	23	22.8	18.6	78.9	77.6	68.7	98.7	95.8	74.2	122.8	109.1	81.4	152.7	180.1	111.2	43.4	63.1	20.6	FCHO2
0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	TMEM171
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TMEM174
0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.1	0.2	0.1	0.4	0.4	0.2	0	0	0	0.1	0.1	0.1	0.4	0.4	1.3	0.1	0	0	0	0	0.1	0	0.2	0.1	0.1	0.1	0.1	0.1	0	0.1	0	0	0	FOXD1
1263.1	1094.5	1323.1	777.6	695.6	751.2	707.5	656	775.1	536.5	713.3	595.3	446.2	611	510.4	354.4	503.7	441.6	210.7	297.7	222.6	213	319.5	262.4	1477.6	1239.8	1515.4	454.9	415.2	368.8	629.8	645.5	705.5	686.4	629.1	645.5	615.7	573.9	603.3	530.1	464	561.3	239.3	210	211.1	320.4	210.5	264.4	BTF3
11.1	15.7	9.9	11.5	8.7	10.2	13	13	9.1	13.9	19.8	19	16.1	20.3	18	21.5	28.4	27.3	19	30	22.2	6	11.8	9.3	10.7	4	6.8	5.2	9.4	7	12.6	13.8	15.7	25.5	25.9	24.7	29.4	28.2	25.8	32	31.5	37.3	18.7	27.8	14.6	8	7.5	5.1	ANKRA2
8.4	10.3	5.8	22.9	22.9	32.9	29.8	29.5	52.3	33.8	35.8	32.4	29.2	37.8	35.3	15.4	25.1	21.2	2.1	3.8	2.5	1.5	1.4	1.5	11.3	6.2	5.8	16.4	23.5	17.3	23.6	27.5	27	23.8	22.4	22.3	18.2	19	19.3	11.8	11.9	16	4.2	5.4	5.4	3	2.4	1.7	UTP15
0.6	0.2	0.2	0.1	0.1	0.1	0	0	0.1	0.1	0	0.1	0.1	0	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.3	0.1	0.2	0.8	0.2	2.1	0.1	0.1	0	0	0.2	0.1	0.1	0.1	0.1	0.3	0.3	0.2	0	0	0	0	0	0.1	ARHGEF28
9.6	7.1	7.8	4.1	5.7	5.8	0.3	0.8	1.4	1.8	1.5	0.9	1.6	2	0.6	1.3	1.7	0.8	0	0	0	0.1	0.1	0	14	17.7	13.3	27.6	52.3	135.5	2.4	1.8	3.5	1	0.7	2.8	0.8	0.4	2.5	0.6	0.6	2.4	0	0	1.8	0	0	1.8	ENC1
29.9	34.1	31	56	60.1	51.4	57.8	60.5	57.9	56.8	69.6	66.6	57.8	62.3	68.4	49.7	58	63.9	17.6	15.3	14.1	8.3	2.3	1.9	26.1	18.4	34.2	47.4	43.6	37.2	59.4	57.6	59.8	44.9	50.9	53.4	48.1	54.9	55.6	47.1	50.2	53.8	8	15	21.4	5.1	7.6	5.4	HEXB
14.5	16.9	14.9	55.8	51.8	67.6	69	64.2	82.7	58.6	78.2	59.7	57.5	78.1	62.4	44.9	74.8	60.8	19.3	23.6	19.8	3.1	3.6	3	8.6	6.3	8.9	17.6	27.9	24.9	53.3	59.7	64.6	60.4	59.7	63.7	65.1	55.5	60.4	60	53.9	58.3	9.7	20	24.3	2.3	2.1	2.6	GFM2
185.9	147.6	187.3	115.7	112.9	127.3	115.7	105.6	139.4	80.6	106.4	127.1	71	83.6	108.6	48.8	68.2	87.3	22.5	24	25.2	7.8	6.4	4.9	250.2	154.3	215	147.1	90.8	102.7	106.4	106.8	142.7	111	110.8	119.9	101	88.4	114.3	76	67.5	110	12	23.3	23.2	3.7	4.2	4.7	NSA2
22	27.5	18.4	7.7	9.3	7.6	1.5	2.4	3.1	0.8	0.6	0.8	0.3	0.4	0.3	0.1	0.3	0.6	0	0	0.2	0	0	0	23.9	17.9	19.6	8.2	7.5	10.9	2.7	2.4	2.6	0.5	0.8	0.4	0.5	0.6	0.6	0.3	0.4	0.4	0.2	0.1	0.1	0	0	0.1	FAM169A
0.7	1.2	1	0.7	0.4	1	0.1	0.2	0.1	0.1	0	0.1	0.5	0	0.1	1.3	0.1	0.2	1.2	0	0.4	0.1	0	0	0.6	0.3	0.5	0.5	0.4	0.2	0.1	0.1	0.2	0	0.3	0.1	0.2	0.3	0	0.3	0.5	0	0.3	0.6	0.2	0.1	0	0.1	GCNT4
0.6	0.6	0.3	0.2	0.4	0.3	0.2	0.3	0.3	0.1	0	0.1	0.1	0.2	0.1	0.2	0.1	0	0	0.1	0.1	0	0	0	0.2	0	0.3	0.1	0	1.1	0.2	0.2	0.1	0.2	0.2	0.1	0.1	0.1	0.1	0.2	0.2	0.2	0	0	0.2	0	0	0	ANKRD31
341	221.9	133	181.5	137.4	186	165.3	130.6	203.7	195.6	227.4	178.7	124.9	156.6	138.2	78.8	103	102.7	60.8	58.1	42.5	42.4	26.8	20.5	46.8	34.6	62.9	43.5	104.7	50.9	144	173.6	105.8	160	130.2	203.1	110.8	94.6	158.1	94.5	87.3	110.4	70.2	79.9	58.7	13.9	21.1	13	HMGCR
45.3	45.1	32.4	41.2	49.9	51.8	42.3	46.6	49.5	45.3	46.3	44.6	38.4	48.1	40.2	35.5	47.7	42.2	40	52.6	47.2	39.1	32.9	28.3	18.5	10.4	19.8	17.3	22	16.8	46.1	54.5	37.1	63.8	63.5	49	66.6	67.9	52.4	68.8	70	47.2	34.4	39	30.8	23	22.4	15.3	COL4A3BP
24.6	26.6	23	29.9	27.1	30.7	36.5	34.8	36.5	34	53.2	47	37.4	59	48.9	35.9	62	51.9	20.1	29.2	23.8	3.3	5.1	4.1	12.9	8.5	9.9	9.5	15.1	12.8	35.3	35.4	28.1	43.5	41.6	43.3	46.3	44.2	41	47.1	42.8	36.2	14	27.7	24.5	2.4	3.2	3	POLK
0.1	0.2	0.1	0.1	0.1	0.1	0	0.1	0	0	0	0.1	0	0	0.1	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0.2	0	0.1	0	0	0	0	0	0	0.1	0	ANKDD1B
10.6	10.8	11.3	19	17.9	22.4	19.1	19.2	20.8	10.8	15.5	13.4	15.3	18	14.8	20.9	26.7	24.9	9.3	11.6	7.6	1.4	1.9	1.8	8	9.7	7.1	18.2	22.9	20.2	16	17	24	18.5	18.5	20.8	23.5	24.3	22.5	29.6	26.6	29.8	3.4	7.6	5.5	1.4	1.1	1.3	POC5
0.9	0.2	0.6	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.2	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SV2C
294.2	265.6	246.2	293	250.5	273.9	254.2	237.6	225.2	171.6	194.9	185.8	134.1	167	161.3	101.9	138.1	155.8	56.3	75.2	77.8	26.1	34	25.5	95.6	99.2	117.1	89.3	100.5	76.3	242.7	218.5	215.3	200.1	207	215.1	157.1	158.1	182.6	120	120.5	147.2	25.9	81.9	60	4.7	8.2	4.8	IQGAP2
0.2	0.1	0.1	0.3	0.2	0	0.4	0.4	0	0	0	0.1	0	0.1	0.1	0	0	0.1	0.1	0	0	0.2	0.1	0.1	0.2	0	0.1	0.8	1.7	3.2	0.9	0.2	1.3	0	0	0	0.1	0.1	0	0	0.1	0	0	0	0	0.1	0	0	F2RL2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NCRUPAR
42.2	38	37.2	72.8	54.5	67.3	39.2	42.6	52.4	6.9	4.1	7.8	2.7	2.6	4.3	1.1	1.2	1.6	1.1	0.3	0.2	2.3	1	0.9	39.7	19.5	33.9	22.3	42.7	37.2	68.5	44.2	50	5.7	5.7	6.9	3.9	2.7	3.6	2.1	2	3.4	1.7	0.2	0.6	5.4	1	2.3	F2R
13.8	16.2	14	24	23.6	9.5	2.4	2.2	1.1	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0	0	25.9	5.9	17.1	12	9.1	10	4.5	2.3	2.8	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	F2RL1
6.1	6.6	8	2.2	2.2	1.2	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	1.6	7.3	0.4	0.1	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S100Z
82.8	95.8	84	6.9	4.6	2.1	0.1	0.2	0.1	0	0	0	0.1	0	0	0.3	0.2	0	3.1	2.6	0.8	5.1	5.3	5	81.7	34.7	59.6	6.4	2.6	1.4	0.1	0	0.1	0	0	0	0	0	0	0	0	0	2.6	0.3	0.1	4.9	1.1	0.3	CRHBP
22	26.9	20.5	71.1	71.4	70.7	75.3	72.1	72.4	56.5	77.2	65	50.3	70.5	61.9	39.4	65.9	52.2	22.8	34.7	23.8	2.9	5	3.1	26.8	18	18	39	48.8	37.1	76.7	76.1	79	64.6	71.3	73	65	65.8	69.5	57.4	54.9	64.2	12.8	25	22.9	2.6	3	2.5	AGGF1
3.8	8.4	6.3	8.5	12.1	5.6	6	7	2.1	3.5	1.4	2.7	1.8	1.1	1.5	1	1	0.6	0	0	0.1	0	0	0	4.1	0.9	1.8	1.6	3.8	2.3	7.4	7.9	6.9	1.8	2.6	2.6	1.1	1.1	2.2	0.7	1.4	1.7	0	0	0	0	0	0	ZBED3
0	0.1	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SNORA47
1.2	1.2	1.5	2.4	2.4	1.2	1.5	1.3	0.6	0.4	0.4	0.3	0.3	0.4	0.1	0.2	0.2	0.2	0	0	0	0	0	0	0.9	0.5	0.8	1.7	0.9	1.1	1	1.6	1.5	0.6	0.7	0.2	0.4	0.8	0.4	0.2	0.3	0.4	0	0	0	0	0	0.1	ZBED3-AS1
2.5	2.7	3.6	1.1	1.1	1.1	0.9	0.7	0.9	0.5	1.1	0.3	0.4	0.5	0.8	0.1	0.3	0.3	0	0	0	0	0	0	1.4	0.8	3	2.4	2.1	3.2	0.8	0.8	1	1.6	1.1	0.8	1.2	0.6	0.9	0.9	0.8	0.9	0	0	0	0	0	0.1	PDE8B
25	30	25.6	74.3	77.3	68.8	73.7	67.6	66.1	54.7	64.6	50.3	41.2	51.5	45.3	22.1	35.7	30.2	2	4	1.7	0.3	0.4	0.3	20	20	25.6	50.9	46	40.8	63.3	75.6	74.2	62	62	60.5	52.8	51.8	55.2	40.9	39	46.8	1.4	2.8	4.3	0.5	0.4	0.4	WDR41
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OTP
64.6	70.3	82.8	120.3	119.7	123	123.7	125	126.5	79.2	122	78.9	67.3	102.8	75.7	46.9	70.3	60.9	20.6	20.5	16.2	3.6	3.3	2.7	99.2	99.4	124	231.3	152.9	110.9	122.3	129.7	150.7	109.1	95	103.9	95.3	88.2	101.5	86.3	69.9	104.8	9.6	20	22.4	3.6	4.2	6.2	TBCA
42.8	48.8	48.4	121.4	111.7	140.9	113.6	104.9	131.6	73.1	79.6	68.4	63.7	61.1	62.4	45.1	55.2	51.2	15.9	18.8	17.7	4.4	3.9	3.1	21	16.3	25.9	50.1	53	44.9	93.6	90.1	103.5	51.8	49	59.4	43.6	40.2	50.4	38.5	34.4	47.6	8	14.7	16.1	1.5	1.4	2.2	AP3B1
28.9	26.8	27	66	65.2	54.6	45.2	44.3	41.6	17.9	32	22.8	12.2	20.1	17.8	7.9	13.2	11.2	4.5	7.6	6.8	2.9	3.7	3.2	17.4	14.4	21.5	36.3	35.1	29.6	43.6	43.7	42.3	20.6	19.7	21.5	15.2	16.6	16.8	10.8	9.7	12.4	5.1	8.9	6.8	2.3	2.6	2.8	SCAMP1
8.4	10	7.7	45.2	37.7	38.7	59.8	54.1	40.2	46.2	43.4	74.5	35.8	38.6	62.2	22.1	25.4	29.9	20.6	34.9	25.1	3.4	5.6	5.2	16.7	8.2	5.7	46.7	43.7	35.6	82.2	78.8	51.3	73.1	79.4	57.3	54.6	55.3	45.6	34.7	35.3	37.5	11.4	10.9	13.8	4	2	1.9	LHFPL2
19.6	17.7	20.2	69.6	91.2	80	46.3	41.6	50.3	78	72.5	54.6	81	93.1	60.4	70.9	93.1	68.5	18.9	21.1	18.3	1.2	2.4	1.4	8.2	6.9	15.1	32.1	27.9	20.1	36	55.8	42	52.9	57.7	55.3	65.2	58.3	60.4	68.4	61.2	59.6	5.7	16.8	19.9	0.3	0.7	0.6	ARSB
0.6	0.4	0.4	0	0	0	0	0	0	0.1	0	0	0.2	0	0	0.4	0	0	4.6	2.5	1.7	0.3	0.1	0.3	0.3	0.1	0.3	0	0	0	0	0	0	0.1	0.1	0	0.3	0.4	0	0.7	0.5	0	0.1	0.2	0	0.1	0	0	DMGDH
0.3	0.2	0.1	0	0	0	0.1	0	0	0.1	0	0.1	0	0	0	0	0	0	0.1	0.1	0.1	0	0	0.1	0	0.1	0	0	0.1	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BHMT2
0.2	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	1.7	0.4	0.5	0.2	0.1	0.1	0.1	0.3	0.2	0	0	0	0	0.1	0	0	0	0	0.1	0.1	0	0.2	0.1	0	0.1	0.1	0	0	0	0	BHMT
103.7	96.2	87.3	31.8	25.1	23	35.7	31.8	30.4	41.9	56.6	50.6	49.4	63.5	53.8	72.3	74.2	58.8	197.9	254.7	204	184.3	152.5	113.5	40.3	38.1	58	12.3	15.4	13	32.8	35.6	29.4	50.8	55.2	48.7	56.7	60	49.6	68.4	64.8	42.4	140.6	115.4	75	210.1	150.9	125.4	JMY
4.5	2.4	2.7	8.1	5.9	9.7	15.5	15.4	18	5.3	6.5	5.1	2	2	2.3	0.5	0.5	0.5	0.1	0	0.2	0.3	0.3	0.3	0.3	0.9	1.1	0.7	3.3	3.3	3.9	3.5	1.7	0.1	0.1	0.3	0	0.1	0.2	0	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	HOMER1
51.5	57	37.5	85.9	82.2	79.1	111.5	98.7	89.1	86.7	126.6	119	84.4	123.3	114.2	73.7	118	110.7	45.7	65.8	52.7	22.2	28.6	21.8	47.1	39.8	34.1	40.8	53.2	35.8	92	117.6	93.4	123.6	126.4	115.4	122.6	128.5	111.1	122.1	122.4	108.9	42.1	58.4	48.2	17.7	21.1	18.9	PAPD4
0.7	0.3	0.2	0.1	0.1	0.1	0.1	0.1	0.2	0.4	0.3	0.6	0.2	0.5	0.2	0.3	0.7	0.5	0.1	0.5	0.5	0.2	0.6	0.6	0.1	0	0.2	0.2	0.2	0.2	0.1	0.1	0.1	0.5	0.5	0.3	0.5	0.6	0.3	0.6	0.5	0.5	0.3	0.2	0.3	0.4	0.4	0.1	CMYA5
13.4	16.5	12.6	19.6	17.2	22.1	22.9	20.6	27.4	20.9	27.6	31.3	15.2	26.7	33.8	7.8	20	22.7	1.5	3.9	3.3	0.4	0.4	0.3	4.5	3.5	7.4	7.7	11.8	16.1	17.7	23.5	17.1	19.8	28.6	23.5	17.5	22.6	20.7	13.1	17.9	21.2	0.8	2.1	1.8	0.1	0.3	0.3	MTX3
0.2	0.3	0.3	0.6	0.8	0.5	0.3	0.2	0.3	0.2	0.5	0.3	0.2	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0	0.1	0.2	0.1	0.1	0.2	0.5	0.4	1.4	0.2	0.3	0.3	0.2	0.4	0.5	0.3	0.3	0.3	0.3	0.4	0.6	0.1	0.1	0	0.2	0.2	0.1	THBS4
